,group,0,1,2,3,4,5,6,7,8,9,10,11
0,0,-0.7100511397772749,0.07862505829637473,-0.045086480868563816,-0.07691100205668498,-0.29118709592446157,0.517657185587383,-0.5752322833204272,0.21021237910983348,0.08625803575657132,-0.11823717169996578,0.16347309107924216,-0.4333467259727001
1,0,-0.10266506821879794,0.8982292851291507,-0.21370107184708276,0.06112392811988867,0.05356140904129535,0.44617922992655984,0.5884292194320954,-0.14690649650065246,-0.17644886190117454,-0.11144404046444163,-0.03020062635210515,-0.3054085368141679
2,0,-0.45244632356400416,-0.09382194918340447,0.5931856609731314,0.008544512400519018,-0.11428950454938458,0.36491475830129066,-0.1568941252452182,0.012346454679612567,-0.3155197671294215,0.041870507958545904,-0.07854981385967565,-0.36565494085911665
3,0,0.6489364027689509,-0.7156413665645985,0.22141780260365224,0.4313164085042166,0.07416363562020378,0.8850982961033113,0.032478036306883826,0.13891318593139035,-0.35306943266665464,0.2291793306057833,-0.1108884369257448,-0.06114444540943789
4,0,-0.27436281079073044,-0.15850251064638132,0.17794924742089047,0.45326602465945703,-0.05653799988429747,0.4496581129241951,0.007884968807603376,0.13654727984688467,-0.2167461533315932,0.0006853884583892973,0.10354047567605767,0.05343713240002016
5,0,-0.11462470244314839,-0.31226199517755,0.35731465018297753,-0.06060039270036677,0.14629945315588977,0.4186335437570684,-0.0709961194976162,-0.1478122143907182,-0.24645370215732404,-0.09537536296491744,0.1287073543466541,-0.05863294349501423
6,0,-0.37280404166440306,0.7100294635702639,0.06400699848309958,-0.5085543396713034,-0.5204387530031339,0.1669241020746028,-0.22765084525224302,-0.18102010297989776,0.006011924411691905,-0.6498418138076794,-0.023261140570277998,-0.34262741452415163
7,0,0.2894440737003085,-0.3335660860230145,0.3716126242733925,-0.20505329297521308,0.21047763076090342,0.6162126928876505,0.32224897755688037,0.15554175433827377,0.16759697479907942,-0.18184069234288264,-0.10542873288735513,0.12581371005579212
8,0,0.024761183195957114,0.4025850018637597,0.549884581420859,0.03730418412278262,0.05764335980134825,-0.1384549484957285,-0.12452526751765024,-0.18379098289293347,-0.11576361137632582,-0.1845159408326322,0.3867875392299792,-0.3472272369564077
9,0,-0.07698713745372768,-0.08852957814626267,0.32763212655283697,-0.434425773301109,-0.6000036916378467,0.31686824872097097,-0.44888366006974945,0.3930102811884859,0.11341205394652541,0.1561538863910819,0.29940998327580626,0.14343639053223378
10,0,-0.4401633570719201,-0.25097804923170447,0.2739696001443947,0.30014655847733085,-0.22304632866340288,0.30879944435773243,0.023341730793775998,0.3419937810026033,-0.04184983664652889,-0.05583433193292764,-0.4739341151211285,-0.02208522858377826
11,0,0.30604457044359074,-0.11846611698835846,0.4665988765357428,0.37552648091707985,-0.789812974664297,0.09447605725418239,-0.17297274113811192,0.05071485463351044,0.5822406195236838,0.03588057371521544,0.07561526503727295,-0.34183830763609063
12,1,-0.2518185681441609,-0.3269260663865389,-0.27784423030317673,-0.24599245402779,0.02259091762199134,0.17230587606571163,-0.4077339839689984,-0.21266478890628968,0.19290867572388293,-0.011612637680811423,-0.10478086655055066,-0.12342297167737469
13,1,-0.6715196271494638,-0.4238015228373292,0.04682947404499155,-0.39707551602875396,0.058835224301858204,-0.37092172073570484,0.21945742626650924,0.28438265392552,-0.19384749393445172,-0.10246153450992479,0.323218387371488,0.18485803140850987
14,1,0.12995100926067107,-0.25508636212467073,0.5082616077425112,0.14338174732390482,-0.19840973718420532,0.4265419923360372,-0.020824109038127567,-0.002709318477273086,-0.24192832561038533,-0.28360600611737574,-0.4561389184401923,0.08465092524169246
15,1,0.4052529465526368,-0.7076327634620752,0.1370740415885535,-0.43414374237587994,-0.04266055769585331,-0.07380049741728321,-0.21527429167262113,0.15217609765329024,-0.25584623849602445,-0.31460906427184965,-0.19736613912956133,0.2572414140923518
16,1,-0.09209983042320558,-0.21432583952943107,-0.4825523311770126,0.42832577092657925,-0.19940643286944515,-0.3806255093600291,0.3493959748648394,-0.33683166586901603,-0.2353660970991905,-0.16856026360724616,-0.18046544427067063,-0.06453358515051344
17,1,0.1303221170578009,0.6596240823025598,0.8630087194594106,-0.5368028009748118,-0.3572780819617897,-0.4669887757404654,0.2806210333201116,-0.004615301808048847,-0.49021258655162203,0.1651943897603755,-0.4805093824504012,0.12669444009203834
18,1,-0.4300512357841513,-0.5749280771425502,-0.2376923852811448,-0.3229856487952203,-0.24844588397350315,-0.07593636790816516,-0.08323124297251097,0.05741073167795725,-0.08054217564580672,-0.11662551781554698,-0.20979166180225717,-0.13414970434923384
19,1,0.11046326626957076,0.1571911146708678,0.02561798367522311,0.18183135246262558,0.292241424405989,-0.10128642422159931,-0.17262657243678126,-0.2582238994750293,0.03332532074860026,0.031026900962193623,0.17285302181024548,-0.12819525361644735
20,1,0.27463832611814604,0.031646405004086,-0.4436757412440143,-0.10989244987305577,-0.6428863475144152,-0.07151544518285151,-0.005545174146265831,-0.05343346788050417,0.14469308444338635,-0.3793537840607143,0.13725546610319692,0.5848584121769242
21,1,-0.2374835307262734,-0.08272011937717709,-0.4212745002335642,-0.11950850632771208,0.05578357681021758,0.04379321699998545,-0.06510836714819761,-0.2861736021013446,-0.39860155328382896,0.05387891481213979,-0.025940185894717502,-0.11813658278360781
22,1,0.8295839846716113,-0.06150681256484784,0.5369994174333363,-0.04367677873433049,0.13840853566236094,-0.06283976853404921,-0.09977065502792724,-0.34770768213912945,-0.01601391907090413,0.24110532035516496,0.09932365454254932,0.1328570143215086
23,1,0.6516980182372483,-0.5078696966126639,0.11833506944483675,-0.09794241483308595,-0.4429798267183723,0.048372410193820756,-0.22465575843327648,-0.1618153008856174,-0.11019940708063801,-0.30682743270079516,-0.15381385239161435,0.31282480159016696
24,1,-0.3173737425911443,0.5498372312764187,-0.029038986604757545,0.49844109045490687,0.023742019978224064,-0.6035995843569868,-0.15499265793844721,-0.14022541540273306,0.7353697826645569,0.6631588147078281,-0.37657697380779154,0.2625321766360769
25,1,0.46844602320175094,0.18493313389266242,-0.2207425665662225,0.024077735916839618,0.14214141091841856,0.2162122803213266,0.08349184649868176,-0.42310900282134345,0.37294584511405543,-0.11376904262517051,0.09813480052976734,-0.09804121752172841
26,1,0.534445218079178,1.2196872407770845,0.5485148312237226,-0.4096724811132914,-0.21145898566729182,0.1966316122948048,0.1206503845245695,0.20698569315237586,0.08485260698433567,-0.29385475924830545,-0.272423604340809,0.11748067041785809
27,1,0.09357922436593713,0.29460580300529254,-0.2328207164850981,0.12561237186803154,0.21996353036461724,-0.07658184640543676,-0.2606890994382568,0.4035255691184546,0.3411158238062115,-0.0025127430882688623,0.15514202788130887,0.21438572719171575
28,1,-0.43314738437198685,-0.2378368076159729,-0.5256234870759428,-0.3738091234858777,-0.20048642195982105,-0.302341855017067,0.515285553275786,0.228297014815225,-0.09106911350168931,-0.021830816570534095,-0.2941233047536035,-0.06276988812036755
29,1,-0.26739864697377225,-0.1363362813196532,-0.27601102943012806,-0.3510452667638834,-0.38723212022149767,0.20805955422464625,-0.5319999118582788,-0.08972229964899463,-0.4083217790992703,0.15849392882696048,-0.030403301118160468,0.2877960950775871
30,0,0.7380161830159663,0.24457563364740517,-0.42439887087529243,0.040014929301955285,0.46258043407003463,0.23914196338896515,-0.37594675104769837,0.40158049906459076,0.5394382577785838,0.4136313634700212,0.21952145253718303,0.000517022423146607
31,0,-0.6707946690524789,-0.1375188359428115,-0.7333549556717033,0.3251536825745406,-0.741740094690686,-0.13548396448979325,0.07836705199070242,-0.06021786742843232,-0.22533549300413558,0.27460190081032676,0.5566016974137937,-0.018474962865440876
32,0,-0.1534039503860145,0.11456612431244977,-0.0743367872053039,0.25727285147533646,0.5707688172351243,0.6839522336592876,0.22185140774478915,-0.3948167480395228,-0.2468327168182951,0.13679202024602666,-0.0143855422436888,0.062279762179797776
33,0,-0.11336540891291584,-0.1479905541893567,-0.11004693161759953,-0.5828704153605381,0.20401226165989342,-0.18074188612120784,-0.37872879249568536,0.24993883613529805,0.29947178638596694,-0.23766526489819556,0.29845479156307364,0.4471355169330578
34,0,-0.4972298910439275,-0.19663453724496,-0.7039454760868361,-0.1705063427074368,0.32322842202143715,0.3113742608951599,-0.09864165166035561,-0.398277766499974,0.08209151521819807,0.25266275860073983,0.25922559394437683,-0.1720999082271501
35,0,0.0305873354931936,0.5690809158469827,-0.18912497368477088,0.1654929563007854,0.20441498336614972,0.07227749842000315,-0.3110178869507671,0.5506608245670062,0.1729685003899767,-0.2308075314755965,0.09849346720080517,0.16238868989558902
36,0,-0.5195617594096544,0.38860762075047317,-0.2602799635293471,-0.6514638851965687,0.032270512314061466,-0.03126552515709047,0.23526754937072944,0.2694009383253213,0.1785520948838573,-0.12992063281022137,0.013829787033002916,0.19272121459833538
37,0,0.45746666613090226,0.1998899033540715,-0.09398011435570194,0.10209129472046649,0.12886563634214887,-0.10357627898245485,0.35424848356953537,0.3131936841108903,0.2638346066948634,-0.4016601846587184,-0.44102787581341274,0.008181655811336588
38,0,0.37544251208674,-0.21311613552020423,0.44167095309856524,-0.10745731114307873,-0.37809447536411234,-0.45766009260774104,0.2586919637870243,0.10146130553317781,0.4067975332113106,-0.06533278764261607,0.7710730909833164,-0.14950065785575914
39,0,-0.03346712385097183,-0.25813822971011624,0.02394197435237211,0.4837619607554101,-0.19307608815180483,-0.350094609197489,0.08980756501967475,0.4316723960969269,-0.20487261061033218,-0.1946441470158821,-0.108269789368722,-0.39470038118588696
40,0,0.3212149757758534,0.1472770690937593,0.008247698233959527,-0.5338626919525282,0.29929566375985833,-0.02075951784187833,-0.14550647789457286,-0.06811285069003697,0.2669428391544182,0.025471626893332128,0.13278121793720873,-0.2342360760287946
41,0,-0.48764385829801005,0.18501548400215154,0.6974485425537873,1.059944496313516,-0.047750756112582844,0.4623648732765769,-0.14034715556161906,0.4623093354703367,0.35297744576650164,0.010527375305247777,-0.024432336003338502,0.20754804906519214
42,0,0.7110397548023957,-0.215138770393822,-0.3460178529121946,0.18599856935804893,-0.08701895233198706,-0.056859931208982396,0.29937106007704356,-0.4886194709380115,0.27190927428220724,-0.034418850107804905,-0.04861673061593266,0.02083819004353285
43,0,0.6359102709578175,0.1098941579390636,-0.1214625953794639,0.5981700481999817,-0.09404459338710945,-0.25423190247092614,-0.5031713838493209,-0.4468513687330426,-0.09069608201187437,0.3033211960179683,0.12680712064344,-0.17446005154363728
44,0,-0.3202185364949647,0.21904775164886595,-0.12948768388522122,0.43412879391928205,-0.04061222497275414,0.022133865437973115,0.1770288721392919,-0.33613806305883803,0.06765989471974121,-0.48499973891562465,-0.17080154892372051,0.4632981000805355
45,0,0.430433556853426,0.15077511736104626,0.05199555203342151,-0.1113225081531483,-0.36563544593988456,-0.4037490155851397,-0.3283961450518303,0.10746102093488309,-0.42282211671402037,0.40192060361202997,-0.36644731703573097,0.08177775790997525
