,group,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0,-1.5613814100331866,0.24530190707833366,0.756043106942829,0.628734498266312,0.17260148528923533,0.4354445887491327,0.21636747620637978,-0.7192030042726987,-0.36569325378374773,-0.5494714084554653,-0.07737968062032531,-0.2746003330068547,-0.41606018315295695,0.3372707791191339,0.11372529812620473,0.20696816746916608,0.12462336493395673,-0.3218364229014956,0.04755863613089119,0.24804783402312927,0.007480134584301634,0.15202990142617187,0.5537464735405176,-0.05759055167818669,0.0013165112842508046,-0.12870206437505569,0.0017586540545136628,0.027090569099245787,0.04949583824973762,0.024857517644857427
1,0,1.6584633225684828,-0.05959567960900759,-0.2558602226717181,-0.660467229127444,1.5672294352345042,0.24959290495301295,0.8587404506853551,0.2605646075553274,-0.34298516446074623,-0.7641249875578463,-0.15703067191811845,-0.12485100013362169,-0.23266605460919776,-0.19124011166438143,0.09917336021289647,0.015415122548929655,0.38846118341025737,0.15833849011048642,-0.4370297625601573,0.07022969112865576,0.28180570867939775,0.21198625959025236,0.1857795796064288,0.2830102981664176,0.05118936063784227,-0.03021751106485379,-0.0674968022270756,-0.019885108943135547,0.06623978704550816,0.1360397750575657
2,0,-0.0632934398432948,-0.21752522004483615,0.773030316184326,1.193163637154503,-0.2457429096031841,0.5772382504525597,0.2963379554890382,-0.37922274988643623,-0.15980874865678418,-0.36969724417765326,-0.4561757361699271,-0.5219001103255354,0.3077871687093231,-0.07539132663128402,-0.10883947309987962,-0.1601091367811467,-0.1924556909738474,-0.03129277974683589,0.32638110285145905,0.4357891564184084,-0.32061272937635005,-0.2740480424517867,-0.20660624399232852,0.036446417645511195,0.0008293376793633567,-0.009618015375314686,0.040219300927789234,-0.062342936595525776,0.10246894701664089,-0.0634797640460516
3,0,0.9561961108076877,1.1141510064221882,0.17413577786378062,0.39229373916899146,-1.1730773215684904,0.9756124174960877,-0.5696091661253191,-0.08967693197879792,-0.38897946614181667,-0.44394678423220313,-0.06164363837899883,-0.05127217657582069,0.47468237561279775,-0.1959667260492196,0.4018333839836363,0.012615990623518016,0.051281128436604984,0.0426554849540986,0.10409948184691359,-0.32921598064724455,-0.011403352089150665,0.007460800008631793,-0.245407407546346,-0.09817420440078163,-0.02135575981426288,-0.12061375589157744,-0.07246462412629096,-0.1631774360847434,0.13311182266616467,-0.02304992501934411
4,0,0.2739395921478054,-0.2871049317334274,0.34292336094815656,0.3203661375992979,-0.32511218252888296,0.44065856315659935,-0.2873671450336098,-0.13443718940477428,-0.15840821765617885,-0.5370222971428882,-0.2178161792532683,-0.31288241121603727,0.028702986555390525,-0.08144060153682042,0.10916067745003097,-0.290837775303792,-0.1377822441196994,-0.1384061186635203,0.21800992348263143,0.30916575733609575,0.03779627243202895,0.15010578655928855,0.2950326067460876,0.06805592659120205,-0.35845230261642846,0.13137080744925553,0.11704965833008008,-0.09319899766018512,-0.23581158083292092,-0.0016599115593640829
5,0,-0.13214317035162168,-0.43930030950567156,0.16910945086136964,0.1547574493798144,-0.4071742200264875,0.7175074365873007,-0.22669758055195088,-0.4716010088837307,-0.5823915632693922,-0.02839254461704957,-0.3597513674903269,0.199445136187428,0.09792156122191098,-0.0610658637184201,0.3438286180511132,0.009058893528499874,-0.25738192686739736,0.11120889443022489,-0.08604105092483419,0.26709448927549423,0.20372428846881147,-0.17945817373284306,-0.00540271364059243,0.08263970969371688,-0.22896970231109365,-0.0807552251070435,-0.11198156320806835,-0.013720459828720236,-0.06582009945569811,0.135177757006828
6,0,-0.6709238514926835,-0.2202626965066699,-0.1760539361388367,0.7406621837543796,1.6296194412920744,-0.36414466383890653,0.1344207346998684,-0.6401897730866678,-0.8052031987428299,0.22974112087974927,-0.23033602307431372,-0.20476535989908565,-0.18837043420839142,0.055514212256267834,0.200202342333537,0.23927491776086462,0.21410092813878712,0.1648607690687724,-0.21682159588559546,0.1983483639887425,-0.1157214479174135,-0.35270097850747106,0.047935089193077235,-0.27813044348373117,0.10160576705077345,-0.09782941627185517,0.11165834826964743,0.11131040347469714,0.06821266384779426,0.16811076630279756
7,0,-0.19909497669667234,-0.23375225713626605,-0.10640865189773929,0.08904458699052176,-0.2788483466381992,0.2841698242210188,-0.341182004458429,-0.284841395752446,-0.949623075280242,-0.18573198337222158,0.26896472886000433,0.43946025089299057,0.08560119929863294,-0.24527465110080704,-0.21373375259531352,-0.15178274167968653,-0.16314914993319105,-0.05725003394100321,0.12873483302381358,-0.1979856349344863,0.005108790254628008,-0.14698261649057165,0.09763439065256001,-0.23280542181087283,-0.2541204505197407,0.29404335265742476,-0.125015527553838,-0.17920573261117043,0.009070727180850419,-0.11074320024387255
8,0,0.14236475791088743,-0.4957278061517929,0.27015142462713937,0.541555561003237,0.38327063498210834,0.03379808563091532,0.009936182676824043,0.022904212617879463,-0.20036122981011367,-0.13944477793241192,-0.2843847535009306,0.2077675727587891,-0.34364170479643574,0.3133127041943529,0.10605554692649335,-0.08502587281497907,0.0749454209389743,0.15490353796386735,0.5708298379112764,-0.1042126584508756,0.04938143448256202,-0.2794790456359133,-0.3798736666111125,0.058849949463880113,0.27140797802754024,-0.2269175617474763,-0.14229664337568676,-0.21095120801907277,-0.19724623317064405,-0.034707507629802625
9,0,-0.11114056024310212,0.6027664886473589,0.7427772260562895,0.742603951737506,-0.11608979267502927,0.34148462557722736,0.051692718081986944,-0.7340597730803815,-0.26344625115416087,0.3112473371232951,0.14438227452869187,0.05441896365564647,0.08688213200860363,0.4561523905001642,-0.11601207632890918,-0.27524603003370657,0.27717326226235683,-0.24594529183114525,-0.3003234977424242,0.01932020495634181,-0.11740718070882897,0.021073465923747897,-0.015710290537729196,-0.012616431218829549,-0.14021304939818632,-0.14035945252468685,-0.06951797527497351,0.22414416420428715,-0.02561577070420587,0.022590467030823333
